dataset_file_name,start_year,end_year,n_years_observed,study_duration,organism_count_type,variability_type,standardization_method,metric,metric_value
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,divpart_time_series,q_order_2,beta_div_cv,0.10322519371955922
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,divpart_time_series,q_order_2,gamma_div_mean,9.264093600962989
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,divpart_time_series,q_order_2,gamma_div_cv,0.20530366660136182
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,agg,NA,gamma_var,0.04828142015064946
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,agg,NA,alpha_var,0.084826272416372
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,agg,NA,phi_var,0.5691800284899804
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,agg,NA,gamma_var_rate,0.0037139553962038043
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,agg,NA,alpha_var_rate,0.006525097878182461
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,com,h,gamma_var,0.13016851365476467
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,com,h,alpha_var,0.26061303061686786
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,com,h,phi_var,0.4994704729332121
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,com,h,gamma_var_rate,0.010012962588828053
L3-sgs-plants-compagnoni.csv,1995,2008,14,13,PERCENT_COVER,com,h,alpha_var_rate,0.020047156201297527
